# ---------------------------------- WARNING ----------------------------------------
# Provisional data are subject to revision. Go to
# http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-04-06 11:49:27 -04:00	(natwebcaas01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 10128500 WEBER RIVER NEAR OAKLEY, UT
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
# IV_TS_ID - An internal number representing the Instantaneous Value time series from which the daily statistic is calculated.
#
# Data provided for site 10128500
#    TS_ID       Parameter    Statistic  IV_TS_ID       Description
#    143489      00060        00003      144284         Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been edited or estimated by USGS personnel and is write protected.
#     P  Provisional data subject to revision.
#     Ice  Ice affected
#
agency_cd	site_no	datetime	143489_00060_00003	143489_00060_00003_cd
USGS	10128500	1916-02-11	70	A
USGS	10128500	1916-02-12	70	A
USGS	10128500	1916-02-13	70	A
USGS	10128500	1916-02-14	70	A
USGS	10128500	1916-02-15	70	A
USGS	10128500	1916-02-16	70	A
USGS	10128500	1916-02-17	70	A
USGS	10128500	1916-02-18	70	A
USGS	10128500	1916-02-19	70	A
USGS	10128500	1916-02-20	70	A
USGS	10128500	1916-02-21	70	A
USGS	10128500	1916-02-22	70	A
USGS	10128500	1916-02-23	70	A
USGS	10128500	1916-02-24	70	A
USGS	10128500	1916-02-25	70	A
USGS	10128500	1916-02-26	70	A
USGS	10128500	1916-02-27	70	A
USGS	10128500	1916-02-28	70	A
USGS	10128500	1916-02-29	70	A
USGS	10128500	1916-03-01	70	A
USGS	10128500	1916-03-02	70	A
USGS	10128500	1916-03-03	70	A
USGS	10128500	1916-03-04	70	A
USGS	10128500	1916-03-05	70	A
USGS	10128500	1916-03-06	70	A
USGS	10128500	1916-03-07	70	A
USGS	10128500	1916-03-08	70	A
USGS	10128500	1916-03-09	70	A
USGS	10128500	1916-03-10	70	A
USGS	10128500	1916-03-11	75	A
USGS	10128500	1916-03-12	75	A
USGS	10128500	1916-03-13	75	A
USGS	10128500	1916-03-14	75	A
USGS	10128500	1916-03-15	80	A
USGS	10128500	1916-03-16	84	A
USGS	10128500	1916-03-17	88	A
USGS	10128500	1916-03-18	92	A
USGS	10128500	1916-03-19	102	A
USGS	10128500	1916-03-20	124	A
USGS	10128500	1916-03-21	161	A
USGS	10128500	1916-03-22	192	A
USGS	10128500	1916-03-23	161	A
USGS	10128500	1916-03-24	161	A
USGS	10128500	1916-03-25	148	A
USGS	10128500	1916-03-26	148	A
USGS	10128500	1916-03-27	135	A
USGS	10128500	1916-03-28	124	A
USGS	10128500	1916-03-29	124	A
USGS	10128500	1916-03-30	124	A
USGS	10128500	1916-03-31	124	A
USGS	10128500	1916-04-01	124	A
USGS	10128500	1916-04-02	135	A
USGS	10128500	1916-04-03	135	A
USGS	10128500	1916-04-04	148	A
USGS	10128500	1916-04-05	148	A
USGS	10128500	1916-04-06	148	A
USGS	10128500	1916-04-07	161	A
USGS	10128500	1916-04-08	161	A
USGS	10128500	1916-04-09	161	A
USGS	10128500	1916-04-10	176	A
USGS	10128500	1916-04-11	176	A
USGS	10128500	1916-04-12	192	A
USGS	10128500	1916-04-13	210	A
USGS	10128500	1916-04-14	227	A
USGS	10128500	1916-04-15	247	A
USGS	10128500	1916-04-16	289	A
USGS	10128500	1916-04-17	334	A
USGS	10128500	1916-04-18	408	A
USGS	10128500	1916-04-19	358	A
USGS	10128500	1916-04-20	267	A
USGS	10128500	1916-04-21	267	A
USGS	10128500	1916-04-22	267	A
USGS	10128500	1916-04-23	289	A
USGS	10128500	1916-04-24	358	A
USGS	10128500	1916-04-25	408	A
USGS	10128500	1916-04-26	490	A
USGS	10128500	1916-04-27	579	A
USGS	10128500	1916-04-28	741	A
USGS	10128500	1916-04-29	775	A
USGS	10128500	1916-04-30	642	A
USGS	10128500	1916-05-01	549	A
USGS	10128500	1916-05-02	519	A
USGS	10128500	1916-05-03	579	A
USGS	10128500	1916-05-04	642	A
USGS	10128500	1916-05-05	775	A
USGS	10128500	1916-05-06	919	A
USGS	10128500	1916-05-07	1160	A
USGS	10128500	1916-05-08	1160	A
USGS	10128500	1916-05-09	1240	A
USGS	10128500	1916-05-10	1080	A
USGS	10128500	1916-05-11	995	A
USGS	10128500	1916-05-12	846	A
USGS	10128500	1916-05-13	775	A
USGS	10128500	1916-05-14	707	A
USGS	10128500	1916-05-15	642	A
USGS	10128500	1916-05-16	579	A
USGS	10128500	1916-05-17	549	A
USGS	10128500	1916-05-18	549	A
USGS	10128500	1916-05-19	579	A
USGS	10128500	1916-05-20	610	A
USGS	10128500	1916-05-21	642	A
USGS	10128500	1916-05-22	642	A
USGS	10128500	1916-05-23	642	A
USGS	10128500	1916-05-24	579	A
USGS	10128500	1916-05-25	519	A
USGS	10128500	1916-05-26	462	A
USGS	10128500	1916-05-27	462	A
USGS	10128500	1916-05-28	519	A
USGS	10128500	1916-05-29	642	A
USGS	10128500	1916-05-30	846	A
USGS	10128500	1916-05-31	1160	A
USGS	10128500	1916-06-01	1240	A
USGS	10128500	1916-06-02	995	A
USGS	10128500	1916-06-03	846	A
USGS	10128500	1916-06-04	1080	A
USGS	10128500	1916-06-05	1420	A
USGS	10128500	1916-06-06	1620	A
USGS	10128500	1916-06-07	1420	A
USGS	10128500	1916-06-08	1520	A
USGS	10128500	1916-06-09	1720	A
USGS	10128500	1916-06-10	1830	A
USGS	10128500	1916-06-11	1830	A
USGS	10128500	1916-06-12	1620	A
USGS	10128500	1916-06-13	1940	A
USGS	10128500	1916-06-14	1830	A
USGS	10128500	1916-06-15	1830	A
USGS	10128500	1916-06-16	1830	A
USGS	10128500	1916-06-17	1720	A
USGS	10128500	1916-06-18	1620	A
USGS	10128500	1916-06-19	1420	A
USGS	10128500	1916-06-20	1340	A
USGS	10128500	1916-06-21	1080	A
USGS	10128500	1916-06-22	995	A
USGS	10128500	1916-06-23	775	A
USGS	10128500	1916-06-24	846	A
USGS	10128500	1916-06-25	846	A
USGS	10128500	1916-06-26	846	A
USGS	10128500	1916-06-27	846	A
USGS	10128500	1916-06-28	810	A
USGS	10128500	1916-06-29	810	A
USGS	10128500	1916-06-30	707	A
USGS	10128500	1916-07-01	674	A
USGS	10128500	1916-07-02	642	A
USGS	10128500	1916-07-03	579	A
USGS	10128500	1916-07-04	519	A
USGS	10128500	1916-07-05	462	A
USGS	10128500	1916-07-06	408	A
USGS	10128500	1916-07-07	358	A
USGS	10128500	1916-07-08	358	A
USGS	10128500	1916-07-09	358	A
USGS	10128500	1916-07-10	334	A
USGS	10128500	1916-07-11	311	A
USGS	10128500	1916-07-12	289	A
USGS	10128500	1916-07-13	267	A
USGS	10128500	1916-07-14	247	A
USGS	10128500	1916-07-15	247	A
USGS	10128500	1916-07-16	267	A
USGS	10128500	1916-07-17	247	A
USGS	10128500	1916-07-18	227	A
USGS	10128500	1916-07-19	192	A
USGS	10128500	1916-07-20	176	A
USGS	10128500	1916-07-21	176	A
USGS	10128500	1916-07-22	161	A
USGS	10128500	1916-07-23	155	A
USGS	10128500	1916-07-24	150	A
USGS	10128500	1916-07-25	145	A
USGS	10128500	1916-07-26	140	A
USGS	10128500	1916-07-27	102	A
USGS	10128500	1916-07-28	102	A
USGS	10128500	1916-07-29	92	A
USGS	10128500	1916-07-30	135	A
USGS	10128500	1916-07-31	135	A
USGS	10128500	1916-08-01	135	A
USGS	10128500	1916-08-02	124	A
USGS	10128500	1916-08-03	124	A
USGS	10128500	1916-08-04	124	A
USGS	10128500	1916-08-05	227	A
USGS	10128500	1916-08-06	192	A
USGS	10128500	1916-08-07	176	A
USGS	10128500	1916-08-08	161	A
USGS	10128500	1916-08-09	148	A
USGS	10128500	1916-08-10	148	A
USGS	10128500	1916-08-11	135	A
USGS	10128500	1916-08-12	135	A
USGS	10128500	1916-08-13	124	A
USGS	10128500	1916-08-14	124	A
USGS	10128500	1916-08-15	124	A
USGS	10128500	1916-08-16	124	A
USGS	10128500	1916-08-17	124	A
USGS	10128500	1916-08-18	124	A
USGS	10128500	1916-08-19	112	A
USGS	10128500	1916-08-20	102	A
USGS	10128500	1916-08-21	102	A
USGS	10128500	1916-08-22	102	A
USGS	10128500	1916-08-23	102	A
USGS	10128500	1916-08-24	102	A
USGS	10128500	1916-08-25	102	A
USGS	10128500	1916-08-26	92	A
USGS	10128500	1916-08-27	92	A
USGS	10128500	1916-08-28	92	A
USGS	10128500	1916-08-29	92	A
USGS	10128500	1916-08-30	92	A
USGS	10128500	1916-08-31	92	A
USGS	10128500	1916-09-01	92	A
USGS	10128500	1916-09-02	92	A
USGS	10128500	1916-09-03	92	A
USGS	10128500	1916-09-04	92	A
USGS	10128500	1916-09-05	84	A
USGS	10128500	1916-09-06	84	A
USGS	10128500	1916-09-07	84	A
USGS	10128500	1916-09-08	84	A
USGS	10128500	1916-09-09	92	A
USGS	10128500	1916-09-10	84	A
USGS	10128500	1916-09-11	84	A
USGS	10128500	1916-09-12	75	A
USGS	10128500	1916-09-13	75	A
USGS	10128500	1916-09-14	75	A
USGS	10128500	1916-09-15	75	A
USGS	10128500	1916-09-16	75	A
USGS	10128500	1916-09-17	75	A
USGS	10128500	1916-09-18	75	A
USGS	10128500	1916-09-19	75	A
USGS	10128500	1916-09-20	75	A
USGS	10128500	1916-09-21	75	A
USGS	10128500	1916-09-22	75	A
USGS	10128500	1916-09-23	75	A
USGS	10128500	1916-09-24	75	A
USGS	10128500	1916-09-25	75	A
USGS	10128500	1916-09-26	75	A
USGS	10128500	1916-09-27	75	A
USGS	10128500	1916-09-28	75	A
USGS	10128500	1916-09-29	75	A
USGS	10128500	1916-09-30	75	A
USGS	10128500	1916-10-01	161	A
USGS	10128500	1916-10-02	135	A
USGS	10128500	1916-10-03	135	A
USGS	10128500	1916-10-04	112	A
USGS	10128500	1916-10-05	112	A
USGS	10128500	1916-10-06	112	A
USGS	10128500	1916-10-07	112	A
USGS	10128500	1916-10-08	135	A
USGS	10128500	1916-10-09	135	A
USGS	10128500	1916-10-10	135	A
USGS	10128500	1916-10-11	135	A
USGS	10128500	1916-10-12	135	A
USGS	10128500	1916-10-13	135	A
USGS	10128500	1916-10-14	135	A
USGS	10128500	1916-10-15	135	A
USGS	10128500	1916-10-16	135	A
USGS	10128500	1916-10-17	124	A
USGS	10128500	1916-10-18	124	A
USGS	10128500	1916-10-19	124	A
USGS	10128500	1916-10-20	124	A
USGS	10128500	1916-10-21	124	A
USGS	10128500	1916-10-22	124	A
USGS	10128500	1916-10-23	124	A
USGS	10128500	1916-10-24	112	A
USGS	10128500	1916-10-25	112	A
USGS	10128500	1916-10-26	112	A
USGS	10128500	1916-10-27	112	A
USGS	10128500	1916-10-28	102	A
USGS	10128500	1916-10-29	102	A
USGS	10128500	1916-10-30	102	A
USGS	10128500	1916-10-31	92	A
USGS	10128500	1916-11-01	92	A
USGS	10128500	1916-11-02	92	A
USGS	10128500	1916-11-03	92	A
USGS	10128500	1916-11-04	92	A
USGS	10128500	1916-11-05	92	A
USGS	10128500	1916-11-06	92	A
USGS	10128500	1916-11-07	92	A
USGS	10128500	1916-11-08	92	A
USGS	10128500	1916-11-09	84	A
USGS	10128500	1916-11-10	84	A
USGS	10128500	1916-11-11	84	A
USGS	10128500	1916-11-12	75	A
USGS	10128500	1916-11-13	68	A
USGS	10128500	1916-11-14	68	A
USGS	10128500	1916-11-15	160	A
USGS	10128500	1916-11-16	160	A
USGS	10128500	1916-11-17	160	A
USGS	10128500	1916-11-18	160	A
USGS	10128500	1916-11-19	75	A
USGS	10128500	1916-11-20	85	A
USGS	10128500	1916-11-21	85	A
USGS	10128500	1916-11-22	85	A
USGS	10128500	1916-11-23	85	A
USGS	10128500	1916-11-24	92	A
USGS	10128500	1916-11-25	92	A
USGS	10128500	1916-11-26	84	A
USGS	10128500	1916-11-27	75	A
USGS	10128500	1916-11-28	75	A
USGS	10128500	1916-11-29	100	A
USGS	10128500	1916-11-30	100	A
USGS	10128500	1916-12-01	100	A
USGS	10128500	1916-12-02	75	A
USGS	10128500	1916-12-03	75	A
USGS	10128500	1916-12-04	75	A
USGS	10128500	1916-12-05	75	A
USGS	10128500	1916-12-06	75	A
USGS	10128500	1916-12-07	100	A
USGS	10128500	1916-12-08	100	A
USGS	10128500	1916-12-09	100	A
USGS	10128500	1916-12-10	100	A
USGS	10128500	1916-12-11	135	A
USGS	10128500	1916-12-12	161	A
USGS	10128500	1916-12-13	92	A
USGS	10128500	1916-12-14	100	A
USGS	10128500	1916-12-15	100	A
USGS	10128500	1916-12-16	100	A
USGS	10128500	1916-12-17	100	A
USGS	10128500	1916-12-18	100	A
USGS	10128500	1916-12-19	100	A
USGS	10128500	1916-12-20	100	A
USGS	10128500	1916-12-21	100	A
USGS	10128500	1916-12-22	100	A
USGS	10128500	1916-12-23	100	A
USGS	10128500	1916-12-24	100	A
USGS	10128500	1916-12-25	100	A
USGS	10128500	1916-12-26	100	A
USGS	10128500	1916-12-27	100	A
USGS	10128500	1916-12-28	100	A
USGS	10128500	1916-12-29	100	A
USGS	10128500	1916-12-30	100	A
USGS	10128500	1916-12-31	100	A
USGS	10128500	1917-01-01	70	A
USGS	10128500	1917-01-02	70	A
USGS	10128500	1917-01-03	70	A
USGS	10128500	1917-01-04	70	A
USGS	10128500	1917-01-05	70	A
USGS	10128500	1917-01-06	45	A
USGS	10128500	1917-01-07	45	A
USGS	10128500	1917-01-08	45	A
USGS	10128500	1917-01-09	45	A
USGS	10128500	1917-01-10	45	A
USGS	10128500	1917-01-11	45	A
USGS	10128500	1917-01-12	45	A
USGS	10128500	1917-01-13	45	A
USGS	10128500	1917-01-14	45	A
USGS	10128500	1917-01-15	45	A
USGS	10128500	1917-01-16	45	A
USGS	10128500	1917-01-17	45	A
USGS	10128500	1917-01-18	45	A
USGS	10128500	1917-01-19	45	A
USGS	10128500	1917-01-20	45	A
USGS	10128500	1917-01-21	45	A
USGS	10128500	1917-01-22	45	A
USGS	10128500	1917-01-23	45	A
USGS	10128500	1917-01-24	45	A
USGS	10128500	1917-01-25	45	A
USGS	10128500	1917-01-26	45	A
USGS	10128500	1917-01-27	45	A
USGS	10128500	1917-01-28	45	A
USGS	10128500	1917-01-29	45	A
USGS	10128500	1917-01-30	45	A
USGS	10128500	1917-01-31	45	A
USGS	10128500	1917-02-01	60	A
USGS	10128500	1917-02-02	60	A
USGS	10128500	1917-02-03	60	A
USGS	10128500	1917-02-04	60	A
USGS	10128500	1917-02-05	60	A
USGS	10128500	1917-02-06	60	A
USGS	10128500	1917-02-07	60	A
USGS	10128500	1917-02-08	60	A
USGS	10128500	1917-02-09	60	A
USGS	10128500	1917-02-10	60	A
USGS	10128500	1917-02-11	60	A
USGS	10128500	1917-02-12	60	A
USGS	10128500	1917-02-13	60	A
USGS	10128500	1917-02-14	60	A
USGS	10128500	1917-02-15	60	A
USGS	10128500	1917-02-16	60	A
USGS	10128500	1917-02-17	60	A
USGS	10128500	1917-02-18	60	A
USGS	10128500	1917-02-19	60	A
USGS	10128500	1917-02-20	60	A
USGS	10128500	1917-02-21	60	A
USGS	10128500	1917-02-22	60	A
USGS	10128500	1917-02-23	60	A
USGS	10128500	1917-02-24	60	A
USGS	10128500	1917-02-25	60	A
USGS	10128500	1917-02-26	60	A
USGS	10128500	1917-02-27	60	A
USGS	10128500	1917-02-28	60	A
USGS	10128500	1917-03-01	70	A
USGS	10128500	1917-03-02	70	A
USGS	10128500	1917-03-03	70	A
USGS	10128500	1917-03-04	70	A
USGS	10128500	1917-03-05	70	A
USGS	10128500	1917-03-06	70	A
USGS	10128500	1917-03-07	70	A
USGS	10128500	1917-03-08	75	A
USGS	10128500	1917-03-09	75	A
USGS	10128500	1917-03-10	75	A
USGS	10128500	1917-03-11	75	A
USGS	10128500	1917-03-12	75	A
USGS	10128500	1917-03-13	75	A
USGS	10128500	1917-03-14	75	A
USGS	10128500	1917-03-15	75	A
USGS	10128500	1917-03-16	70	A
USGS	10128500	1917-03-17	70	A
USGS	10128500	1917-03-18	70	A
USGS	10128500	1917-03-19	70	A
USGS	10128500	1917-03-20	70	A
USGS	10128500	1917-03-21	70	A
USGS	10128500	1917-03-22	60	A
USGS	10128500	1917-03-23	62	A
USGS	10128500	1917-03-24	64	A
USGS	10128500	1917-03-25	66	A
USGS	10128500	1917-03-26	68	A
USGS	10128500	1917-03-27	70	A
USGS	10128500	1917-03-28	72	A
USGS	10128500	1917-03-29	75	A
USGS	10128500	1917-03-30	75	A
USGS	10128500	1917-03-31	75	A
USGS	10128500	1917-04-01	75	A
USGS	10128500	1917-04-02	75	A
USGS	10128500	1917-04-03	84	A
USGS	10128500	1917-04-04	84	A
USGS	10128500	1917-04-05	92	A
USGS	10128500	1917-04-06	92	A
USGS	10128500	1917-04-07	102	A
USGS	10128500	1917-04-08	102	A
USGS	10128500	1917-04-09	102	A
USGS	10128500	1917-04-10	102	A
USGS	10128500	1917-04-11	112	A
USGS	10128500	1917-04-12	112	A
USGS	10128500	1917-04-13	112	A
USGS	10128500	1917-04-14	112	A
USGS	10128500	1917-04-15	112	A
USGS	10128500	1917-04-16	112	A
USGS	10128500	1917-04-17	112	A
USGS	10128500	1917-04-18	112	A
USGS	10128500	1917-04-19	112	A
USGS	10128500	1917-04-20	124	A
USGS	10128500	1917-04-21	124	A
USGS	10128500	1917-04-22	135	A
USGS	10128500	1917-04-23	135	A
USGS	10128500	1917-04-24	161	A
USGS	10128500	1917-04-25	311	A
USGS	10128500	1917-04-26	358	A
USGS	10128500	1917-04-27	267	A
USGS	10128500	1917-04-28	267	A
USGS	10128500	1917-04-29	227	A
USGS	10128500	1917-04-30	192	A
USGS	10128500	1917-05-01	192	A
USGS	10128500	1917-05-02	161	A
USGS	10128500	1917-05-03	161	A
USGS	10128500	1917-05-04	161	A
USGS	10128500	1917-05-05	161	A
USGS	10128500	1917-05-06	161	A
USGS	10128500	1917-05-07	192	A
USGS	10128500	1917-05-08	210	A
USGS	10128500	1917-05-09	227	A
USGS	10128500	1917-05-10	267	A
USGS	10128500	1917-05-11	289	A
USGS	10128500	1917-05-12	311	A
USGS	10128500	1917-05-13	358	A
USGS	10128500	1917-05-14	579	A
USGS	10128500	1917-05-15	919	A
USGS	10128500	1917-05-16	995	A
USGS	10128500	1917-05-17	995	A
USGS	10128500	1917-05-18	995	A
USGS	10128500	1917-05-19	995	A
USGS	10128500	1917-05-20	919	A
USGS	10128500	1917-05-21	846	A
USGS	10128500	1917-05-22	707	A
USGS	10128500	1917-05-23	707	A
USGS	10128500	1917-05-24	707	A
USGS	10128500	1917-05-25	707	A
USGS	10128500	1917-05-26	642	A
USGS	10128500	1917-05-27	642	A
USGS	10128500	1917-05-28	579	A
USGS	10128500	1917-05-29	579	A
USGS	10128500	1917-05-30	707	A
USGS	10128500	1917-05-31	707	A
USGS	10128500	1917-06-01	642	A
USGS	10128500	1917-06-02	707	A
USGS	10128500	1917-06-03	775	A
USGS	10128500	1917-06-04	775	A
USGS	10128500	1917-06-05	775	A
USGS	10128500	1917-06-06	846	A
USGS	10128500	1917-06-07	995	A
USGS	10128500	1917-06-08	1420	A
USGS	10128500	1917-06-09	1520	A
USGS	10128500	1917-06-10	1940	A
USGS	10128500	1917-06-11	1420	A
USGS	10128500	1917-06-12	1160	A
USGS	10128500	1917-06-13	1080	A
USGS	10128500	1917-06-14	1340	A
USGS	10128500	1917-06-15	1720	A
USGS	10128500	1917-06-16	2240	A
USGS	10128500	1917-06-17	2400	A
USGS	10128500	1917-06-18	2760	A
USGS	10128500	1917-06-19	2720	A
USGS	10128500	1917-06-20	2300	A
USGS	10128500	1917-06-21	2460	A
USGS	10128500	1917-06-22	2620	A
USGS	10128500	1917-06-23	2580	A
USGS	10128500	1917-06-24	2550	A
USGS	10128500	1917-06-25	2150	A
USGS	10128500	1917-06-26	2020	A
USGS	10128500	1917-06-27	2020	A
USGS	10128500	1917-06-28	2020	A
USGS	10128500	1917-06-29	2020	A
USGS	10128500	1917-06-30	1930	A
USGS	10128500	1917-07-01	1840	A
USGS	10128500	1917-07-02	1750	A
USGS	10128500	1917-07-03	1580	A
USGS	10128500	1917-07-04	1420	A
USGS	10128500	1917-07-05	1420	A
USGS	10128500	1917-07-06	1340	A
USGS	10128500	1917-07-07	1580	A
USGS	10128500	1917-07-08	1190	A
USGS	10128500	1917-07-09	1110	A
USGS	10128500	1917-07-10	899	A
USGS	10128500	1917-07-11	899	A
USGS	10128500	1917-07-12	833	A
USGS	10128500	1917-07-13	833	A
USGS	10128500	1917-07-14	710	A
USGS	10128500	1917-07-15	596	A
USGS	10128500	1917-07-16	542	A
USGS	10128500	1917-07-17	490	A
USGS	10128500	1917-07-18	490	A
USGS	10128500	1917-07-19	440	A
USGS	10128500	1917-07-20	440	A
USGS	10128500	1917-07-21	392	A
USGS	10128500	1917-07-22	369	A
USGS	10128500	1917-07-23	346	A
USGS	10128500	1917-07-24	302	A
USGS	10128500	1917-07-25	302	A
USGS	10128500	1917-07-26	281	A
USGS	10128500	1917-07-27	281	A
USGS	10128500	1917-07-28	260	A
USGS	10128500	1917-07-29	260	A
USGS	10128500	1917-07-30	302	A
USGS	10128500	1917-07-31	260	A
USGS	10128500	1917-08-01	222	A
USGS	10128500	1917-08-02	205	A
USGS	10128500	1917-08-03	188	A
USGS	10128500	1917-08-04	173	A
USGS	10128500	1917-08-05	173	A
USGS	10128500	1917-08-06	158	A
USGS	10128500	1917-08-07	158	A
USGS	10128500	1917-08-08	145	A
USGS	10128500	1917-08-09	145	A
USGS	10128500	1917-08-10	132	A
USGS	10128500	1917-08-11	132	A
USGS	10128500	1917-08-12	132	A
USGS	10128500	1917-08-13	132	A
USGS	10128500	1917-08-14	132	A
USGS	10128500	1917-08-15	132	A
USGS	10128500	1917-08-16	132	A
USGS	10128500	1917-08-17	132	A
USGS	10128500	1917-08-18	132	A
USGS	10128500	1917-08-19	121	A
USGS	10128500	1917-08-20	121	A
USGS	10128500	1917-08-21	121	A
USGS	10128500	1917-08-22	121	A
USGS	10128500	1917-08-23	121	A
USGS	10128500	1917-08-24	110	A
USGS	10128500	1917-08-25	110	A
USGS	10128500	1917-08-26	110	A
USGS	10128500	1917-08-27	110	A
USGS	10128500	1917-08-28	110	A
USGS	10128500	1917-08-29	110	A
USGS	10128500	1917-08-30	101	A
USGS	10128500	1917-08-31	101	A
USGS	10128500	1917-09-01	101	A
USGS	10128500	1917-09-02	101	A
USGS	10128500	1917-09-03	101	A
USGS	10128500	1917-09-04	92	A
USGS	10128500	1917-09-05	92	A
USGS	10128500	1917-09-06	101	A
USGS	10128500	1917-09-07	96	A
USGS	10128500	1917-09-08	92	A
USGS	10128500	1917-09-09	92	A
USGS	10128500	1917-09-10	92	A
USGS	10128500	1917-09-11	110	A
USGS	10128500	1917-09-12	101	A
USGS	10128500	1917-09-13	92	A
USGS	10128500	1917-09-14	92	A
USGS	10128500	1917-09-15	92	A
USGS	10128500	1917-09-16	92	A
USGS	10128500	1917-09-17	92	A
USGS	10128500	1917-09-18	85	A
USGS	10128500	1917-09-19	85	A
USGS	10128500	1917-09-20	78	A
USGS	10128500	1917-09-21	78	A
USGS	10128500	1917-09-22	85	A
USGS	10128500	1917-09-23	110	A
USGS	10128500	1917-09-24	101	A
USGS	10128500	1917-09-25	101	A
USGS	10128500	1917-09-26	92	A
USGS	10128500	1917-09-27	85	A
USGS	10128500	1917-09-28	78	A
USGS	10128500	1917-09-29	80	A
USGS	10128500	1917-09-30	82	A
USGS	10128500	1917-10-01	84	A
USGS	10128500	1917-10-02	85	A
USGS	10128500	1917-10-03	85	A
USGS	10128500	1917-10-04	85	A
USGS	10128500	1917-10-05	78	A
USGS	10128500	1917-10-06	78	A
USGS	10128500	1917-10-07	78	A
USGS	10128500	1917-10-08	78	A
USGS	10128500	1917-10-09	78	A
USGS	10128500	1917-10-10	78	A
USGS	10128500	1917-10-11	78	A
USGS	10128500	1917-10-12	78	A
USGS	10128500	1917-10-13	78	A
USGS	10128500	1917-10-14	78	A
USGS	10128500	1917-10-15	78	A
USGS	10128500	1917-10-16	78	A
USGS	10128500	1917-10-17	78	A
USGS	10128500	1917-10-18	78	A
USGS	10128500	1917-10-19	78	A
USGS	10128500	1917-10-20	78	A
USGS	10128500	1917-10-21	78	A
USGS	10128500	1917-10-22	78	A
USGS	10128500	1917-10-23	78	A
USGS	10128500	1917-10-24	78	A
USGS	10128500	1917-10-25	78	A
USGS	10128500	1917-10-26	78	A
USGS	10128500	1917-10-27	78	A
USGS	10128500	1917-10-28	72	A
USGS	10128500	1917-10-29	66	A
USGS	10128500	1917-10-30	66	A
USGS	10128500	1917-10-31	66	A
USGS	10128500	1917-11-01	72	A
USGS	10128500	1917-11-02	78	A
USGS	10128500	1917-11-03	78	A
USGS	10128500	1917-11-04	78	A
USGS	10128500	1917-11-05	78	A
USGS	10128500	1917-11-06	78	A
USGS	10128500	1917-11-07	78	A
USGS	10128500	1917-11-08	78	A
USGS	10128500	1917-11-09	78	A
USGS	10128500	1917-11-10	78	A
USGS	10128500	1917-11-11	78	A
USGS	10128500	1917-11-12	78	A
USGS	10128500	1917-11-13	78	A
USGS	10128500	1917-11-14	78	A
USGS	10128500	1917-11-15	78	A
USGS	10128500	1917-11-16	78	A
USGS	10128500	1917-11-17	78	A
USGS	10128500	1917-11-18	72	A
USGS	10128500	1917-11-19	72	A
USGS	10128500	1917-11-20	72	A
USGS	10128500	1917-11-21	72	A
USGS	10128500	1917-11-22	72	A
USGS	10128500	1917-11-23	72	A
USGS	10128500	1917-11-24	72	A
USGS	10128500	1917-11-25	72	A
USGS	10128500	1917-11-26	72	A
USGS	10128500	1917-11-27	70	A
USGS	10128500	1917-11-28	70	A
USGS	10128500	1917-11-29	70	A
USGS	10128500	1917-11-30	70	A
USGS	10128500	1917-12-01	66	A
USGS	10128500	1917-12-02	66	A
USGS	10128500	1917-12-03	66	A
USGS	10128500	1917-12-04	66	A
USGS	10128500	1917-12-05	66	A
USGS	10128500	1917-12-06	66	A
USGS	10128500	1917-12-07	66	A
USGS	10128500	1917-12-08	66	A
USGS	10128500	1917-12-09	66	A
USGS	10128500	1917-12-10	66	A
USGS	10128500	1917-12-11	66	A
USGS	10128500	1917-12-12	66	A
USGS	10128500	1917-12-13	66	A
USGS	10128500	1917-12-14	66	A
USGS	10128500	1917-12-15	66	A
USGS	10128500	1917-12-16	66	A
USGS	10128500	1917-12-17	66	A
USGS	10128500	1917-12-18	66	A
USGS	10128500	1917-12-19	66	A
USGS	10128500	1917-12-20	66	A
USGS	10128500	1917-12-21	66	A
USGS	10128500	1917-12-22	66	A
USGS	10128500	1917-12-23	66	A
USGS	10128500	1917-12-24	66	A
USGS	10128500	1917-12-25	66	A
USGS	10128500	1917-12-26	66	A
USGS	10128500	1917-12-27	66	A
USGS	10128500	1917-12-28	66	A
USGS	10128500	1917-12-29	66	A
USGS	10128500	1917-12-30	66	A
USGS	10128500	1917-12-31	66	A
USGS	10128500	1918-01-01	66	A
USGS	10128500	1918-01-02	66	A
USGS	10128500	1918-01-03	66	A
USGS	10128500	1918-01-04	66	A
USGS	10128500	1918-01-05	66	A
USGS	10128500	1918-01-06	66	A
USGS	10128500	1918-01-07	66	A
USGS	10128500	1918-01-08	66	A
USGS	10128500	1918-01-09	66	A
USGS	10128500	1918-01-10	66	A
USGS	10128500	1918-01-11	66	A
USGS	10128500	1918-01-12	66	A
USGS	10128500	1918-01-13	66	A
USGS	10128500	1918-01-14	66	A
