,RES1 Smith And Morehouse.Storage,RES2 Rockport.Storage,RES3 Echo.Storage,RES4 Lost Creek.Storage,RES5 East Canyon.Storage,RES6 Causey.Storage,RES7 Pineview.Storage,RES8 Willard Bay.Storage,RES9 Gravel Pit.Storage,RES10 Chalk Creek.Storage,Protected Pools.Pineview,Protected Pools.East Canyon,Weber Provo Diversion:SA1 Weber Provo Canal.Diversion,Oakley Diversion:SA2 Oakley to Wanship.Diversion,Wanship Diversion:SA3 Wanship to Echo.Diversion,Echo to Devils Slide Diversion:SA4 Echo to Devils Slide.Diversion,Lost Creek Diversion:SA5 Lost Creek.Diversion,Devils Slide to Stoddard Diversion:SA6 Devils Slide to Stodard.Diversion,Park City Diversion:SA7 Park City.Diversion,East Canyon Diversion:SA8 East Canyon.Diversion,Stoddard To Gateway Diversion:SA9 Stoddard To Gateway.Diversion,Gateway Canal Diversion:SA10 Gateway Canal.Diversion,Davis Weber Canal Diversion:SA11 Davis Weber Canal.Diversion,Weber Basin Project Ogden Valley:SA12 Weber Basin Project Ogden Valley.Diversion,Ogden Brigham and S Ogden Highline Canals:SA13 Ogden Brigham and S Ogden Highline Canals.Diversion,Ogden River Below Pineview Diversion:SA14 Ogden River Below Pineview.Diversion,Slaterville Diversion:SA15 Slaterville.Diversion,Warren Canal Diversion:SA16 Warren Canal.Diversion,Ogden Bay Bird Refuge Diversion:SA17 Ogden Bay Bird Refuge.Diversion,GSL Minerals Diversion:SA18 GSL Minerals.Diversion,Gateway To Slaterville Diversion:SA19 Gateway To Slaterville.Diversion,Additional WB Demand Diversion:SA20 Additional WB Demand.Diversion,Weber Provo Diversion:SA1 Weber Provo Canal.Diversion Requested,Oakley Diversion:SA2 Oakley to Wanship.Diversion Requested,Wanship Diversion:SA3 Wanship to Echo.Diversion Requested,Echo to Devils Slide Diversion:SA4 Echo to Devils Slide.Diversion Requested,Lost Creek Diversion:SA5 Lost Creek.Diversion Requested,Devils Slide to Stoddard Diversion:SA6 Devils Slide to Stodard.Diversion Requested,Park City Diversion:SA7 Park City.Diversion Requested,East Canyon Diversion:SA8 East Canyon.Diversion Requested,Stoddard To Gateway Diversion:SA9 Stoddard To Gateway.Diversion Requested,Gateway Canal Diversion:SA10 Gateway Canal.Diversion Requested,Davis Weber Canal Diversion:SA11 Davis Weber Canal.Diversion Requested,Weber Basin Project Ogden Valley:SA12 Weber Basin Project Ogden Valley.Diversion Requested,Ogden Brigham and S Ogden Highline Canals:SA13 Ogden Brigham and S Ogden Highline Canals.Diversion Requested,Ogden River Below Pineview Diversion:SA14 Ogden River Below Pineview.Diversion Requested,Slaterville Diversion:SA15 Slaterville.Diversion Requested,Warren Canal Diversion:SA16 Warren Canal.Diversion Requested,Ogden Bay Bird Refuge Diversion:SA17 Ogden Bay Bird Refuge.Diversion Requested,GSL Minerals Diversion:SA18 GSL Minerals.Diversion Requested,Gateway To Slaterville Diversion:SA19 Gateway To Slaterville.Diversion Requested,Additional WB Demand Diversion:SA20 Additional WB Demand.Diversion Requested,Chalk Creek and Weber River Confluence.Inflow1,Davis Weber Canal Sources Confluence.Inflow1,East Canyon Creek and Weber River Confluence.Inflow1,Independent Streams Confluence.Inflow1,Lost Creek and Weber River Confluence.Inflow1,Ogden and Weber River Confluence.Inflow1,Q11 Reach Gain Confluence.Inflow1,Q20 Reach Gain Confluence.Inflow1,Q37 Reach Gain Confluence.Inflow1,Q46 Reach Gain Confluence.Inflow1,Q53 Reach Gain Confluence.Inflow1,Q57 Reach Gain Confluence.Inflow1,Q68 Sewage Outfall Confluence.Inflow1,Q8 Reach Gain Confluence.Inflow1,Q81 Reach Gain Confluence.Inflow1,Q82 Reach Gain Confluence.Inflow1,Smith And Morehouse and Weber River Confluence.Inflow1,Wells Confluence.Inflow1,Wheeler Creek and Ogden River Confluence.Inflow1,Willard Bay Releases and Weber River Confluence.Inflow1,Chalk Creek and Weber River Confluence.Inflow2,Davis Weber Canal Sources Confluence.Inflow2,East Canyon Creek and Weber River Confluence.Inflow2,Independent Streams Confluence.Inflow2,Lost Creek and Weber River Confluence.Inflow2,Ogden and Weber River Confluence.Inflow2,Q11 Reach Gain Confluence.Inflow2,Q20 Reach Gain Confluence.Inflow2,Q37 Reach Gain Confluence.Inflow2,Q46 Reach Gain Confluence.Inflow2,Q53 Reach Gain Confluence.Inflow2,Q57 Reach Gain Confluence.Inflow2,Q68 Sewage Outfall Confluence.Inflow2,Q8 Reach Gain Confluence.Inflow2,Q81 Reach Gain Confluence.Inflow2,Q82 Reach Gain Confluence.Inflow2,Smith And Morehouse and Weber River Confluence.Inflow2,Wells Confluence.Inflow2,Wheeler Creek and Ogden River Confluence.Inflow2,Willard Bay Releases and Weber River Confluence.Inflow2,Chalk Creek and Weber River Confluence.Outflow,Davis Weber Canal Sources Confluence.Outflow,East Canyon Creek and Weber River Confluence.Outflow,Independent Streams Confluence.Outflow,Lost Creek and Weber River Confluence.Outflow,Ogden and Weber River Confluence.Outflow,Q11 Reach Gain Confluence.Outflow,Q20 Reach Gain Confluence.Outflow,Q37 Reach Gain Confluence.Outflow,Q46 Reach Gain Confluence.Outflow,Q53 Reach Gain Confluence.Outflow,Q57 Reach Gain Confluence.Outflow,Q68 Sewage Outfall Confluence.Outflow,Q8 Reach Gain Confluence.Outflow,Q81 Reach Gain Confluence.Outflow,Q82 Reach Gain Confluence.Outflow,Smith And Morehouse and Weber River Confluence.Outflow,Wells Confluence.Outflow,Wheeler Creek and Ogden River Confluence.Outflow,Willard Bay Releases and Weber River Confluence.Outflow,WBWCD ASR.Inflow,WBWCD ASR.Outflow,WBWCD ASR.Percolation,WBWCD ASR.Pumped Flow,WBWCD ASR.Storage,New Res Confluence.Inflow1,New Res Confluence.Inflow2,New Res Confluence.Outflow
5/1/1996,8350,61260,73940,22510,51200,7870,110150,227304.0506,NaN,NaN,66150,22400,22301.96734,10962,1905,1862,1548,4482,1320,2600,216,9090,10725,5072,3784,4005,13325,3944,9256.5,1539,3159,0,22301.96734,10962,1905,1862,1548,4482,1320,2600,216,9090,10725,5072,3784,4005,13325,3944,9256.5,1539,3159,0,67973.66945,10725,161486.1321,8662.586396,150824.0802,239141.5303,53933.62579,94673.55125,174802.3912,206043.5813,25974.43868,39965.23854,229782.381,41047.5038,304594.9843,229782.381,55130.01628,6982.586396,66113.31894,243107.381,28852.8818,0,13316.25908,427.4136044,15144.05191,65453.45406,14040.04367,56150.52896,38439.77645,46981.949,19062.79987,30506.8804,2000,16324.11629,0,0,19181.45487,1680,3345.135115,0,96826.55125,10725,174802.3912,9090,165968.1321,304594.9843,67973.66945,150824.0802,213242.1677,253025.5303,45037.23854,70472.11894,231782.381,57371.62009,304594.9843,229782.381,74311.47115,8662.586396,69458.45406,243107.381,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
6/1/1996,8350,61260,73940,21639.32623,50666.74857,5836.53576,93080.87798,215065.5063,NaN,NaN,56543.52575,21865.85294,10488.64757,13804,2921,2352,1806,5727,1650,3250,504,14140,14025,7291,5848,5340,22550,4872,6715.5,2223,4617,0,10488.64757,13804,2921,2352,1806,5727,1650,3250,504,14140,14025,7291,5848,5340,22550,4872,6715.5,2223,4617,0,11818.13987,14025,15279.21515,13601.32166,21006.21515,9842.220023,11037.5893,13873.35705,15279.21515,14591.04043,5722.518507,0,6587.5,10604.55099,20048.69428,4540.977135,26315.21927,11551.32166,14827.8921,22550,4974.667181,0,0,538.678341,0,10206.47425,780.5505646,7132.858104,11367.14694,13893.17959,1568.481493,4686.709161,5000,5419.37721,2501.305724,2046.522865,8581.979295,2050,718.5821499,4540.977135,16792.80705,14025,15279.21515,14140,21006.21515,20048.69428,11818.13987,21006.21515,26646.36209,28484.22002,7291,4686.709161,11587.5,16023.9282,22550,6587.5,34897.19856,13601.32166,15546.47425,27090.97713,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
7/1/1996,5275.401656,56018.60663,45429.20609,19827.39385,39023.4994,1000.000002,63943.67346,199034.0851,NaN,NaN,42227.63272,19905.82953,2548.758266,8932,2921,2058,2236,5229,1320,2600,414,20200,18975,7366.194895,8944,6141,22550,5800,4900.5,3078,6075,0,2548.758266,8932,2921,2058,2236,5229,1320,2600,414,20200,18975,7639.7,8944,6141,22550,5800,4900.5,3078,6075,0,3732.681544,18975,26282.02363,19906.4971,31511.02363,9713.839592,3000,30574.40817,35995.86322,25502.67918,6585.691579,0,5700.5,0,23350,5700.5,7167.456969,17656.4971,19612.25647,23350,1152.058767,0,9713.839592,293.5029008,0,13636.16041,732.681544,936.6154635,7577.313061,9261.160408,780.5033157,846.404768,5000,2601.859475,0,0,4313.301296,2250,164.9039394,4900.5,4884.740311,18975,35995.86322,20200,31511.02363,23350,3732.681544,31511.02363,43573.17628,34763.83959,7366.194895,846.404768,10700.5,2601.859475,23350,5700.5,11480.75827,19906.4971,19777.16041,28250.5,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
8/1/1996,4776.470073,51225.75901,19983.93362,18866.25124,28291.19967,1000,35217.42662,185018.5122,NaN,NaN,27872.79581,18364.21334,1904.458865,4872,2667,1960,1806,4980,1188,2340,378,19190,18150,2450.627142,8600,5874,23575,5104,4900.5,2736,5346,0,1904.458865,4872,2667,1960,1806,4980,1188,2340,378,19190,18150,6657,8600,5874,23575,5104,4900.5,2736,5346,0,4696.268413,18150,24441.20757,18931.92147,29421.20757,9187.907357,3000,28690.74658,33629.11493,23721.81471,1615.818412,0,5004.5,0,22751.78343,4330.959171,5591.693693,16861.92147,19341.38197,23575,988.2634667,0,9187.907357,258.0785311,0,13563.87607,1696.268413,730.4609953,7332.621253,8962.092643,834.8087299,170.724978,5000,2565.07234,823.216569,673.5408292,1184.765172,2070,96.49410316,4330.959171,5684.53188,18150,33629.11493,19190,29421.20757,22751.78343,4696.268413,29421.20757,40961.73618,32683.90736,2450.627142,170.724978,10004.5,2565.07234,23575,5004.5,6776.458865,18931.92147,19437.87607,27905.95917,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
9/1/1996,5618.331346,49145.35018,5179.972603,18255.164,21869.08607,1000,16392.03948,175462.1241,NaN,NaN,19700.82824,17459.61968,1673.234844,2030,2159,1568,1204,4233,1056,2080,288,14140,13200,2373.610675,5848,4806,16400,3248,4779.5,1881,4131,0,1673.234844,2030,2159,1568,1204,4233,1056,2080,288,14140,13200,5072,5848,4806,16400,3248,4779.5,1881,4131,0,6170.532487,13200,16668.62252,13911.11051,20901.62252,5499.181601,3000,20505.43743,22167.80412,15129.3632,1393.43843,0,6027.5,998.358559,13448.21059,3612.399573,4251.593403,13051.11051,12679.41642,16400,1248.297873,0,5499.181601,228.8894869,0,7949.028988,3170.532487,396.1850808,6300.669599,7700.818399,980.172245,55.24142282,2000,3392.505498,2951.789411,2415.100427,450,860,75.61256784,3612.399573,7418.83036,13200,22167.80412,14140,20901.62252,13448.21059,6170.532487,20901.62252,28468.47372,22830.1816,2373.610675,55.24142282,8027.5,4390.864057,16400,6027.5,4701.593403,13911.11051,12755.02899,20012.39957,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
10/1/1996,5676.980528,50442.43295,11047.99578,18691.98772,23093.28135,2081.282992,15990.73537,168877.4016,NaN,NaN,17197.84671,18694.2099,1273.918828,81.2,127,19.6,0,0,0,0,0,5050,5775,0,1032,267,3075,232,7260,1197,486,0,1273.918828,81.2,127,19.6,0,0,0,0,0,5050,5775,0,1032,267,3075,232,7260,1197,486,0,4701.643215,577.5,733.0518589,4851.43534,283.0518589,5411.061352,3000,0,1033.051859,1412.941693,600,1500.845059,5492,2825.649021,6011.061352,3626.060134,3730.767848,3761.43534,776.8189407,8291.654521,1227.189558,5197.5,300,198.5646596,450,600,1701.643215,283.0518589,4141.325175,5061.619658,900.8450587,0,2000,1683.474644,2280.59317,1865.939866,450,1090,90.18105935,3606.905613,5928.832773,5775,1033.051859,5050,733.0518589,6011.061352,4701.643215,283.0518589,5174.377034,6474.561352,1500.845059,1500.845059,7492,4509.123665,8291.654521,5492,4180.767848,4851.43534,867,11898.56013,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
11/1/1996,6227.55934,53979.73838,19406.25547,19613.1242,25388.86444,3151.938724,18392.06042,174377.6224,NaN,NaN,18392.06042,20989.79299,1696.680768,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,8954,1026,243,0,1696.680768,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,8954,1026,243,0,6065.691784,0,4191.915629,2779.709639,3741.915629,12657.43686,3000,0,4491.915629,7808.40988,600,2283.748421,6954,3408.342981,13480.22081,6954,4655.023749,849.7096385,600,6954,2292.567906,0,300,250.2903615,450,822.7839554,3065.691784,3741.915629,4166.20389,5092.026976,1683.748421,717.5766275,2000,3128.962441,0,0,450,1930,222.7839554,0,8358.25969,0,4491.915629,3030,4191.915629,13480.22081,6065.691784,3741.915629,8658.119519,12900.43686,2283.748421,3001.325049,8954,6537.305422,13480.22081,6954,5105.023749,2779.709639,822.7839554,6954,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
12/1/1996,6467.425714,57359.03234,27100.87115,20477.15303,27220.56944,4078.772622,19881.00764,182265.3768,NaN,NaN,19881.00764,22821.49799,1276.131043,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,3569.5,735.3,243,0,1276.131043,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,3569.5,735.3,243,0,6048.678531,0,2137.552298,2828.789639,1687.552298,9435.964542,3000,0,2437.552298,5108.353506,600,2088.947221,1569.5,2737.772728,10192.55446,1569.5,3563.903771,1068.789639,600,1569.5,1645.937151,0,300,201.2103613,450,756.5899168,3048.678531,1687.552298,3739.590848,4570.611036,1488.947221,0,2000,3641.521239,0,0,450,1760,156.5899168,0,7694.615682,0,2437.552298,3030,2137.552298,10192.55446,6048.678531,1687.552298,6177.143145,9678.964542,2088.947221,2088.947221,3569.5,6379.293966,10192.55446,1569.5,4013.903771,2828.789639,756.5899168,1569.5,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
1/1/1997,6684.56824,60061.36192,33150.75668,21085.85458,28914.12805,4928.213637,21343.66841,196565.7828,NaN,NaN,21343.66841,24515.0566,1076.460223,0,0,0,0,0,0,0,0,2020,0,0,0,0,0,0,1210,684,0,0,1076.460223,0,0,0,0,0,0,0,0,2020,0,0,0,0,0,0,1210,684,0,0,4614.398968,0,3277.914269,1816.360226,2827.914269,10358.96071,3000,0,3577.914269,6064.887045,600,2062.660764,3164.683823,2294.597993,11116.45902,0,2921.058215,1026.360226,600,0,1435.486561,0,300,203.6397739,450,757.4983041,1614.398968,2827.914269,3513.333002,4294.073669,1462.660764,0,2000,3407.731589,3867.946895,3164.683823,450,790,157.4983041,0,6049.885529,0,3577.914269,2020,3277.914269,11116.45902,4614.398968,2827.914269,7091.247271,10358.96071,2062.660764,2062.660764,5164.683823,5702.329582,14984.40591,3164.683823,3371.058215,1816.360226,757.4983041,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
2/1/1997,6684.56824,61211.2561,39638.64575,21571.20585,30610.12188,5683.344793,23232.3816,209276.0132,NaN,NaN,23232.3816,26211.05043,887.6396452,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,1149.5,684,0,0,887.6396452,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,1149.5,684,0,0,5192.080116,0,2802.609559,2834.388562,2352.609559,10511.92817,3940.169762,0,3102.609559,5273.889225,600,2141.545053,1696.29502,2071.159172,11320.98095,0,2557.542718,2114.388562,600,0,1295.808948,0,300,195.6114383,450,809.0527842,1251.910354,2352.609559,4285.668228,5238.038946,1541.545053,347.1681415,2000,3018.904765,2073.249469,1696.29502,401.2560996,720,209.0527842,0,6487.889064,0,3102.609559,3030,2802.609559,11320.98095,5192.080116,2352.609559,7388.277787,10511.92817,2141.545053,2488.713195,3696.29502,5090.063937,13394.23042,1696.29502,2958.798817,2834.388562,809.0527842,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
3/1/1997,8350,61260,73940,22510,41783.86445,7870,57942.60063,227302.1243,NaN,NaN,57942.60063,37384.793,3432.414625,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,1210,684,0,0,3432.414625,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,1210,684,0,0,28959.31124,0,27078.91072,2815.844933,24156.8188,75637.13644,16072.06617,3245.160701,27378.91072,47909.39758,3494.489408,16673.83682,17403.63816,6343.535699,78891.24147,17403.63816,8585.358112,2155.844933,600,17403.63816,8587.203715,0,300,214.1550672,2922.091916,3254.105026,12887.24507,20911.6581,22686.3318,27727.73886,13179.34741,18636.3822,2000,9777.274374,0,0,1190.592212,660,2654.105026,0,37546.51495,0,27378.91072,3030,27078.91072,78891.24147,28959.31124,24156.8188,50065.24251,75637.13644,16673.83682,35310.21902,19403.63816,16120.81007,78891.24147,17403.63816,9775.950324,2815.844933,3254.105026,17403.63816,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
4/1/1997,8350,61260,73940,22510,51200,7870,110150,227302.9322,NaN,NaN,66150,22400,0,0,0,0,0,249,66,130,0,5050,1650,0,344,267,1025,0,6594.5,684,0,0,0,0,0,0,0,249,66,130,0,5050,1650,0,344,267,1025,0,6594.5,684,0,0,61693.34516,1650,156742.0608,4742.004452,144832.0872,212162.4028,30949.62866,76357.53559,162147.4986,183965.6031,12294.5506,33754.7057,164660.2566,24735.29278,225189.3888,164660.2566,17875.49135,2602.004452,10452.23695,165685.2566,14751.49043,0,5405.437819,307.9955483,12158.97359,13026.98604,30743.71651,68474.55164,24420.10888,29846.79974,21460.1551,29396.86818,2000,6344.234171,0,0,6859.801431,2140,2841.749096,0,76444.83559,1650,162147.4986,5050,156991.0608,225189.3888,61693.34516,144832.0872,186567.6075,213812.4028,33754.7057,63151.57388,166660.2566,31079.52695,225189.3888,164660.2566,24735.29278,4742.004452,13293.98604,165685.2566,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
5/1/1997,8350,61260,73940,22510,51200,7870,110150,227304.0506,NaN,NaN,66150,22400,23742.87228,10962,1905,1862,1548,4482,1320,2600,216,9090,10725,5072,3784,4005,13325,3944,9256.5,1539,3159,0,23742.87228,10962,1905,1862,1548,4482,1320,2600,216,9090,10725,5072,3784,4005,13325,3944,9256.5,1539,3159,0,74499.60458,10725,176373.8989,8657.976605,164009.579,259149.4686,58602.37141,103299.4442,190817.9587,223858.251,27871.50493,43686.17782,255821.8591,44409.61533,330634.4624,255821.8591,58768.75605,6977.976605,71930.27076,269146.8591,30952.83963,0,14444.05979,432.0233951,16846.31993,71484.9938,15897.23317,60710.13476,40234.26893,49175.21758,20886.67289,32602.89294,2000,17630.75039,0,0,20345.73156,1680,3559.723034,0,105452.4442,10725,190817.9587,9090,180855.8989,330634.4624,74499.60458,164009.579,231052.2276,273033.4686,48758.17782,76289.07076,257821.8591,62040.36572,330634.4624,255821.8591,79114.48761,8657.976605,75489.9938,269146.8591,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
6/1/1997,8350,61260,73940,21366.19961,50260.02023,5071.802651,86010.28261,215189.2144,NaN,NaN,50285.89344,21458.44148,9434.961714,13804,2921,2352,1806,5727,1650,3250,504,14140,14025,7291,5848,5340,22550,4872,6715.5,2223,4617,0,9434.961714,13804,2921,2352,1806,5727,1650,3250,504,14140,14025,7291,5848,5340,22550,4872,6715.5,2223,4617,0,8623.55592,14025,10788.06284,13605.96493,16515.06284,3436.172145,7991.921688,9698.878832,10788.06284,9235.631316,5737.379482,0,6587.5,8145.950667,19897.46261,4417.242137,23682.90843,11555.96493,21204.10656,22550,3994.772912,0,0,534.0350706,0,16461.29047,631.6342317,6816.184009,10507.53341,12842.54083,1553.620518,3975.37744,5000,4832.309921,2652.537388,2170.257863,7702.003954,2050,597.1839092,4417.242137,12618.32883,14025,10788.06284,14140,16515.06284,19897.46261,8623.55592,16515.06284,21295.59625,22078.17215,7291,3975.37744,11587.5,12978.26059,22550,6587.5,31384.91238,13605.96493,21801.29047,26967.24214,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
7/1/1997,5324.292593,56031.98692,45525.67128,19557.97079,38642.20238,1000.000002,56928.67942,199157.7032,NaN,NaN,36026.14971,19508.20245,2569.761812,8932,2921,2058,2236,5229,1320,2600,414,20200,18975,6611.19347,8944,6141,22550,5800,4900.5,3078,6075,0,2569.761812,8932,2921,2058,2236,5229,1320,2600,414,20200,18975,7639.7,8944,6141,22550,5800,4900.5,3078,6075,0,3737.546507,18975,26251.91617,19905.8511,31480.91617,9697.63579,3000,30496.57502,35949.55196,25470.27158,5830.446274,0,5700.5,0,23350,5700.5,7219.975014,17655.8511,19627.17119,23350,1166.197587,0,9697.63579,294.1489003,0,13652.36421,737.546507,984.3411492,7590.570717,9277.36421,780.7471963,850.7209513,5000,2615.279157,0,0,4281.786798,2250,166.1930249,4900.5,4903.744094,18975,35949.55196,20200,31480.91617,23350,3737.546507,31480.91617,43540.12268,34747.63579,6611.19347,850.7209513,10700.5,2615.279157,23350,5700.5,11501.76181,19905.8511,19793.36421,28250.5,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
8/1/1997,5763.115921,52357.21183,23081.75729,18991.74734,28988.73484,1000,27882.58113,185103.824,NaN,NaN,21323.80489,18304.48371,2334.586438,4872,2667,1960,1806,4980,1188,2340,378,19190,18150,2791.90989,8600,5874,23575,5104,4900.5,2736,5346,0,2334.586438,4872,2667,1960,1806,4980,1188,2340,378,19190,18150,6657,8600,5874,23575,5104,4900.5,2736,5346,0,5318.542197,18150,23059.28026,18900.96776,28039.28026,8444.871873,3000,26751.74084,31504.15213,22235.74375,1754.602111,0,5004.5,63.70147294,22798.47527,4369.161588,6820.287911,16830.96776,20102.02358,23575,1442.735259,0,8444.871873,289.0322368,3.85721E-12,14353.6034,2318.542197,1287.539423,7940.559377,9705.128127,1037.307779,529.5752595,5000,3622.616093,776.5247256,635.3384118,450,2070,125.5798171,4369.161588,6761.277456,18150,31504.15213,19190,28039.28026,22798.47527,5318.542197,28039.28026,39444.71151,31940.87187,2791.90989,529.5752595,10004.5,3686.317566,23575,5004.5,7270.287911,18900.96776,20227.6034,27944.16159,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
9/1/1997,7727.317222,51956.55495,12605.33082,18577.88092,23532.37682,1000,10059.05323,176157.5662,NaN,NaN,14140.6388,17941.83726,2255.501978,2030,2159,1568,1204,4233,1056,2080,288,14140,13200,2870.643696,5848,4806,16400,3248,4779.5,1881,4131,0,2255.501978,2030,2159,1568,1204,4233,1056,2080,288,14140,13200,5072,5848,4806,16400,3248,4779.5,1881,4131,0,8528.953938,13200,15886.17127,13896.80337,20119.17127,5076.702349,3000,19135.80324,20962.87362,14284.4047,1396.125898,0,6027.5,1231.465406,12702.10092,3001.946208,5066.967384,13036.80337,12340.06725,16400,1887.192672,0,5076.702349,243.1966343,1.86639E-12,7625.398572,5528.953938,983.368031,6646.334442,8123.297651,1474.517798,659.8177441,2000,4844.939667,3697.899079,3025.553792,450,860,91.33132604,3001.946208,10416.14661,13200,20962.87362,14140,20119.17127,12702.10092,8528.953938,20119.17127,27609.20806,22407.70235,2870.643696,659.8177441,8027.5,6076.405073,16400,6027.5,5516.967384,13896.80337,12431.39857,19401.94621,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
10/1/1997,8157.991903,54103.21501,20363.1197,19602.46664,25179.37835,2097.028908,10073.38241,169992.762,NaN,NaN,11241.77891,19598.58836,1692.537608,81.2,127,19.6,0,0,0,0,0,5050,5775,0,1032,267,3075,232,7260,1197,486,0,1692.537608,81.2,127,19.6,0,0,0,0,0,5050,5775,0,1032,267,3075,232,7260,1197,486,0,6056.546915,577.5,450,4825.780555,0,5635.276804,3000,0,750,1372.270257,600,1856.835613,5492,3429.440781,6235.276804,3537.845679,4753.17839,3735.780555,738.6564694,8623.687641,1781.585981,5197.5,300,224.2194454,450,600,3056.546915,0,4358.050811,5326.506547,1256.835613,0,2000,1932.427819,2388.410837,1954.154321,450,1090,128.3435306,3186.658038,7838.132896,5775,750,5050,450,6235.276804,6056.546915,0,5108.050811,6698.776804,1856.835613,1856.835613,7492,5361.8686,8623.687641,5492,5203.17839,4825.780555,867,11810.34568,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
11/1/1997,8350,57599.55895,28172.15727,20381.21849,27285.63818,3141.626739,12308.63385,174446.9846,NaN,NaN,12308.63385,21704.84819,1566.1521,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,8954,1026,243,0,1566.1521,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,8954,1026,243,0,5735.4802,0,3718.573118,2781.552308,3268.573118,11636.97405,3000,0,4018.573118,7087.849769,600,2108.996073,6954,3462.346803,12434.22263,6954,4347.941966,851.552308,600,6954,2073.557371,0,300,248.447692,450,797.2485828,2735.4802,3268.573118,3920.828959,4792.124283,1508.996073,726.2553617,2000,3033.997139,0,0,680.5569369,1930,197.2485828,0,7809.037571,0,4018.573118,3030,3718.573118,12434.22263,5735.4802,3268.573118,7939.402077,11879.97405,2108.996073,2835.251434,8954,6496.343942,12434.22263,6954,5028.498903,2781.552308,797.2485828,6954,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
12/1/1997,8350,61250.4811,35955.18093,21261.89331,29132.28158,4070.825972,13810.9915,182385.8327,NaN,NaN,13810.9915,23551.49159,1286.706321,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,3569.5,735.3,243,0,1286.706321,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,3569.5,735.3,243,0,6120.329803,0,2139.707527,2830.133704,1689.707527,9484.985359,3000,0,2439.707527,5130.859014,600,2102.357652,1569.5,3002.31475,10243.64804,1569.5,3588.37858,1070.133704,600,1569.5,1662.693854,0,300,199.8662961,450,758.662683,3120.329803,1689.707527,3761.285191,4597.126345,1502.357652,0,2000,3648.607396,0,0,700.6424911,1760,158.662683,0,7783.023656,0,2439.707527,3030,2139.707527,10243.64804,6120.329803,1689.707527,6200.992718,9727.985359,2102.357652,2102.357652,3569.5,6650.922145,10243.64804,1569.5,4289.021071,2830.133704,758.662683,1569.5,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
1/1/1998,8350,61260,45454.22626,21953.50767,30921.82566,4942.238167,15377.86282,197570.3321,NaN,NaN,15377.86282,25341.03568,1136.056503,0,0,0,0,0,0,0,0,2020,0,0,0,0,0,0,1210,684,0,0,1136.056503,0,0,0,0,0,0,0,0,2020,0,0,0,0,0,0,1210,684,0,0,7950.641951,0,3512.657834,1824.947808,3062.657834,10958.25321,6119.424235,0,3812.657834,6458.954459,600,2166.871325,3381.65628,2650.798507,11735.36394,0,3001.319683,1034.947808,600,0,1548.40338,0,300,195.0521915,450,777.1107297,1831.217716,3062.657834,3681.244433,4499.298751,1566.871325,0,2000,3478.14463,4133.135453,3381.65628,785.5353263,790,177.1107297,0,9499.045331,0,3812.657834,2020,3512.657834,11735.36394,7950.641951,3062.657834,7493.902267,10958.25321,2166.871325,2166.871325,5381.65628,6128.943136,15868.49939,3381.65628,3786.855009,1824.947808,777.1107297,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
